ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-05-01,42.83071325407383,35.454552052521095,48.599920641369486,42.83071325407383,42.83071325407383,-0.745142428116646,-0.745142428116646,-0.745142428116646,0.08290859841456265,0.08290859841456265,0.08290859841456265,-0.8280510265312088,-0.8280510265312088,-0.8280510265312088,0.0,0.0,0.0,42.085570825957184
2016-05-02,42.87119708439702,35.87966930994267,48.23750926951025,42.87119708439702,42.87119708439702,-0.8694928679384921,-0.8694928679384921,-0.8694928679384921,-0.03852961051568201,-0.03852961051568201,-0.03852961051568201,-0.8309632574228101,-0.8309632574228101,-0.8309632574228101,0.0,0.0,0.0,42.00170421645853
2016-05-03,42.911680914720215,35.277987039101,48.234934741385025,42.911680914720215,42.911680914720215,-0.9053449442581668,-0.9053449442581668,-0.9053449442581668,-0.09144544768247334,-0.09144544768247334,-0.09144544768247334,-0.8138994965756934,-0.8138994965756934,-0.8138994965756934,0.0,0.0,0.0,42.00633597046205
2016-05-04,42.95216474504342,35.627919016928395,48.19522277428069,42.95216474504342,42.95216474504342,-0.8816722249974197,-0.8816722249974197,-0.8816722249974197,-0.10490619201522385,-0.10490619201522385,-0.10490619201522385,-0.7767660329821958,-0.7767660329821958,-0.7767660329821958,0.0,0.0,0.0,42.070492520046
2016-05-05,42.99264857536661,35.831090635405,48.06175717111444,42.99264857536661,42.99264857536661,-0.7564008955206009,-0.7564008955206009,-0.7564008955206009,-0.03646710694481513,-0.03646710694481513,-0.03646710694481513,-0.7199337885757857,-0.7199337885757857,-0.7199337885757857,0.0,0.0,0.0,42.23624767984601
2016-05-06,43.033132405689805,35.97689132694214,48.29677113465278,43.033132405689805,43.033132405689805,-0.5462873878610689,-0.5462873878610689,-0.5462873878610689,0.0979289793613002,0.0979289793613002,0.0979289793613002,-0.644216367222369,-0.644216367222369,-0.644216367222369,0.0,0.0,0.0,42.486845017828735
2016-05-07,43.07361623601301,36.548085871966755,49.04661164905975,43.07361623601301,43.07361623601301,-0.46032666735591504,-0.46032666735591504,-0.46032666735591504,0.09051077938258523,0.09051077938258523,0.09051077938258523,-0.5508374467385002,-0.5508374467385002,-0.5508374467385002,0.0,0.0,0.0,42.613289568657095
2016-05-08,43.1141000663362,36.675533010217194,49.37645883175028,43.1141000663362,43.1141000663362,-0.358480023966731,-0.358480023966731,-0.358480023966731,0.08290859841454758,0.08290859841454758,0.08290859841454758,-0.44138862238127863,-0.44138862238127863,-0.44138862238127863,0.0,0.0,0.0,42.755620042369465
2016-05-09,43.154583896659396,36.27802387951716,49.019025212863,43.154583896659396,43.154583896659396,-0.3563086508853925,-0.3563086508853925,-0.3563086508853925,-0.03852961051572169,-0.03852961051572169,-0.03852961051572169,-0.31777904036967075,-0.31777904036967075,-0.31777904036967075,0.0,0.0,0.0,42.798275245774
2016-05-10,43.19506772698259,36.98838693497834,49.44079567850277,43.19506772698259,43.19506772698259,-0.27362379744289034,-0.27362379744289034,-0.27362379744289034,-0.09144544768239633,-0.09144544768239633,-0.09144544768239633,-0.18217834976049407,-0.18217834976049407,-0.18217834976049407,0.0,0.0,0.0,42.921443929539706
2016-05-11,43.23555155730579,36.86612327912023,49.79093731539893,43.23555155730579,43.23555155730579,-0.14186083792625032,-0.14186083792625032,-0.14186083792625032,-0.10490619201531548,-0.10490619201531548,-0.10490619201531548,-0.036954645910934864,-0.036954645910934864,-0.036954645910934864,0.0,0.0,0.0,43.09369071937954
2016-05-12,43.27603538762899,36.85475451232887,49.851484520193516,43.27603538762899,43.27603538762899,0.07892371751687581,0.07892371751687581,0.07892371751687581,-0.03646710694498991,-0.03646710694498991,-0.03646710694498991,0.11539082446186573,0.11539082446186573,0.11539082446186573,0.0,0.0,0.0,43.354959105145866
